id x y status inf_cout
352 23 25 INFECTED 42
353 17 53 INFECTED 44
354 74 82 INFECTED 42
355 107 21 INFECTED 44
356 24 89 INFECTED 44
357 101 5 INFECTED 43
358 59 43 INFECTED 43
359 2 3 SUSCEPTIBLE 45
360 59 13 IMMUNE 44
361 54 103 SUSCEPTIBLE 43
362 5 50 INFECTED 44
363 37 106 SUSCEPTIBLE 43
364 66 78 INFECTED 45
365 28 69 INFECTED 43
366 50 45 INFECTED 45
367 24 85 IMMUNE 44
368 44 55 INFECTED 43
369 4 88 INFECTED 45
370 64 105 INFECTED 43
371 56 50 INFECTED 43
372 88 28 SUSCEPTIBLE 43
373 42 107 SUSCEPTIBLE 44
374 94 80 INFECTED 46
375 62 63 IMMUNE 46
376 62 39 SUSCEPTIBLE 43
377 2 93 IMMUNE 45
378 98 92 SUSCEPTIBLE 42
379 59 32 IMMUNE 45
380 99 31 SUSCEPTIBLE 44
381 29 94 INFECTED 46
382 37 69 SUSCEPTIBLE 45
383 75 52 SUSCEPTIBLE 42
384 39 4 INFECTED 46
385 87 7 INFECTED 45
386 108 3 IMMUNE 44
387 68 59 INFECTED 44
388 103 94 IMMUNE 42
389 49 7 INFECTED 43
390 94 56 SUSCEPTIBLE 40
391 49 17 INFECTED 45
392 41 35 INFECTED 42
393 41 92 INFECTED 45
394 91 92 SUSCEPTIBLE 40
395 67 57 INFECTED 43
396 96 1 INFECTED 45
397 20 90 INFECTED 46
398 80 50 SUSCEPTIBLE 40
399 56 13 INFECTED 46
400 82 100 IMMUNE 43
401 12 62 INFECTED 40
402 41 105 INFECTED 45
403 57 72 SUSCEPTIBLE 42
404 91 53 INFECTED 44
405 38 83 INFECTED 45
406 75 68 INFECTED 43
407 73 67 INFECTED 42
408 100 50 SUSCEPTIBLE 43
409 61 28 INFECTED 44
410 98 91 SUSCEPTIBLE 42
411 39 52 SUSCEPTIBLE 41
412 60 51 INFECTED 45
413 104 74 INFECTED 42
414 88 86 SUSCEPTIBLE 45
415 88 83 INFECTED 44
416 24 107 INFECTED 44
417 108 21 INFECTED 45
418 33 48 IMMUNE 44
419 81 91 INFECTED 43
420 86 98 INFECTED 44
421 11 94 INFECTED 44
422 22 26 INFECTED 46
423 103 91 INFECTED 45
424 14 10 SUSCEPTIBLE 45
425 106 108 INFECTED 45
426 78 76 INFECTED 44
427 105 84 IMMUNE 44
428 7 75 INFECTED 43
429 64 1 INFECTED 44
430 79 33 INFECTED 46
431 105 90 INFECTED 42
432 16 77 SUSCEPTIBLE 42
433 15 58 IMMUNE 45
434 45 66 SUSCEPTIBLE 43
435 107 90 INFECTED 42
436 84 95 INFECTED 46
437 71 106 INFECTED 46
438 84 56 SUSCEPTIBLE 40
439 5 52 IMMUNE 46
440 2 62 IMMUNE 44
441 70 100 IMMUNE 45
442 1 72 SUSCEPTIBLE 42
443 20 55 SUSCEPTIBLE 42
444 18 88 INFECTED 43
445 105 1 INFECTED 46
446 61 0 IMMUNE 38
447 76 59 INFECTED 45
448 16 72 SUSCEPTIBLE 44
449 42 7 SUSCEPTIBLE 41
450 64 64 IMMUNE 45
451 7 57 INFECTED 45
452 29 35 IMMUNE 44
453 10 55 SUSCEPTIBLE 40
454 63 28 INFECTED 45
455 9 59 INFECTED 42
456 35 30 INFECTED 44
457 61 93 IMMUNE 44
458 109 28 INFECTED 44
459 33 89 INFECTED 43
460 51 1 IMMUNE 43
461 109 60 SUSCEPTIBLE 45
462 0 74 SUSCEPTIBLE 38
463 60 39 INFECTED 44
464 42 59 INFECTED 44
465 39 47 INFECTED 43
466 29 7 SUSCEPTIBLE 44
467 95 20 INFECTED 45
468 104 8 IMMUNE 44
469 66 97 INFECTED 44
470 67 77 INFECTED 42
471 29 62 IMMUNE 46
472 69 4 IMMUNE 43
473 49 93 INFECTED 46
474 83 65 INFECTED 44
475 101 2 INFECTED 44
476 90 8 IMMUNE 42
477 91 64 IMMUNE 41
478 61 47 INFECTED 45
479 71 33 INFECTED 42
480 78 102 INFECTED 43
481 101 107 INFECTED 41
482 62 11 INFECTED 44
483 6 19 SUSCEPTIBLE 41
484 53 48 INFECTED 45
485 104 10 SUSCEPTIBLE 45
486 95 73 INFECTED 45
487 22 24 INFECTED 44
488 78 90 INFECTED 38
489 33 101 INFECTED 39
490 65 88 SUSCEPTIBLE 42
491 97 38 INFECTED 42
492 19 93 IMMUNE 44
493 93 52 INFECTED 44
494 45 33 INFECTED 43
495 103 15 IMMUNE 44
496 18 7 INFECTED 44
497 92 35 INFECTED 47
498 103 22 INFECTED 43
499 49 57 INFECTED 46
500 41 80 INFECTED 43
501 74 85 INFECTED 44
502 10 57 INFECTED 44
503 106 50 SUSCEPTIBLE 44
504 44 66 INFECTED 47
505 98 94 INFECTED 44
506 43 66 INFECTED 42
507 18 71 INFECTED 43
508 26 69 INFECTED 44
509 29 0 IMMUNE 41
510 85 68 INFECTED 46
511 53 75 SUSCEPTIBLE 42
512 57 21 SUSCEPTIBLE 43
513 18 68 INFECTED 44
514 54 13 INFECTED 44
515 100 86 INFECTED 44
516 3 16 INFECTED 44
517 68 107 INFECTED 45
518 19 85 INFECTED 42
519 81 44 INFECTED 45
520 31 39 INFECTED 44
521 37 33 INFECTED 44
522 26 92 INFECTED 43
523 68 36 SUSCEPTIBLE 42
524 84 108 SUSCEPTIBLE 41
525 17 40 INFECTED 46
526 23 1 SUSCEPTIBLE 42
527 44 9 INFECTED 46
528 61 47 INFECTED 40
529 29 3 INFECTED 47
530 62 51 INFECTED 44
531 12 73 INFECTED 46
532 61 19 INFECTED 42
533 4 4 INFECTED 44
534 48 104 SUSCEPTIBLE 45
535 45 72 INFECTED 43
536 70 47 INFECTED 43
537 30 81 SUSCEPTIBLE 42
538 45 39 SUSCEPTIBLE 43
539 50 73 INFECTED 45
540 15 76 INFECTED 44
541 89 12 INFECTED 45
542 21 71 INFECTED 44
543 58 107 SUSCEPTIBLE 43
544 42 5 INFECTED 44
545 98 45 INFECTED 44
546 26 79 INFECTED 45
547 42 60 IMMUNE 44
548 51 11 INFECTED 44
549 91 103 INFECTED 44
550 4 78 INFECTED 44
551 4 74 IMMUNE 43
552 1 52 SUSCEPTIBLE 41
553 51 81 INFECTED 43
554 99 56 INFECTED 45
555 93 26 INFECTED 45
556 20 99 SUSCEPTIBLE 44
557 8 75 INFECTED 44
558 38 70 INFECTED 45
559 1 107 IMMUNE 41
560 99 7 INFECTED 44
561 11 93 SUSCEPTIBLE 44
562 30 50 INFECTED 41
563 13 48 INFECTED 42
564 52 31 INFECTED 42
565 18 39 INFECTED 45
566 82 34 IMMUNE 41
567 99 97 INFECTED 43
568 99 90 IMMUNE 46
569 41 70 SUSCEPTIBLE 44
570 79 59 SUSCEPTIBLE 45
571 36 107 INFECTED 45
572 31 66 INFECTED 46
573 98 107 INFECTED 42
574 13 102 INFECTED 44
575 25 93 IMMUNE 45
576 93 88 INFECTED 45
577 95 104 INFECTED 45
578 102 49 IMMUNE 43
579 90 85 INFECTED 45
580 106 76 IMMUNE 41
581 14 2 SUSCEPTIBLE 43
582 1 72 INFECTED 42
583 19 107 IMMUNE 40
584 2 38 IMMUNE 45
585 101 53 INFECTED 45
586 95 12 SUSCEPTIBLE 43
587 41 57 INFECTED 46
588 3 92 INFECTED 45
589 29 32 INFECTED 45
590 2 73 INFECTED 43
591 25 60 INFECTED 46
592 70 67 IMMUNE 44
593 97 74 SUSCEPTIBLE 41
594 47 42 INFECTED 41
595 81 11 INFECTED 44
596 11 73 SUSCEPTIBLE 44
597 81 23 SUSCEPTIBLE 45
598 42 62 SUSCEPTIBLE 46
599 9 80 INFECTED 45
600 5 74 INFECTED 43
601 52 63 INFECTED 46
602 33 18 SUSCEPTIBLE 45
603 57 46 INFECTED 44
604 29 62 IMMUNE 43
605 18 62 INFECTED 44
606 71 57 IMMUNE 44
607 71 78 SUSCEPTIBLE 42
608 30 29 INFECTED 44
609 24 95 INFECTED 43
610 70 96 INFECTED 44
611 46 101 INFECTED 44
612 38 83 IMMUNE 45
613 37 46 IMMUNE 46
614 81 20 IMMUNE 43
615 8 108 SUSCEPTIBLE 42
616 38 25 INFECTED 46
617 42 1 INFECTED 42
618 105 12 INFECTED 45
619 82 52 IMMUNE 45
620 96 64 SUSCEPTIBLE 43
621 22 3 INFECTED 42
622 27 97 INFECTED 44
623 99 68 IMMUNE 46
624 70 15 IMMUNE 43
625 14 86 INFECTED 44
626 44 11 SUSCEPTIBLE 45
627 17 100 SUSCEPTIBLE 43
628 84 99 INFECTED 45
629 81 13 SUSCEPTIBLE 45
630 82 91 SUSCEPTIBLE 42
631 88 63 INFECTED 44
632 13 40 IMMUNE 44
633 100 19 SUSCEPTIBLE 42
634 37 108 INFECTED 45
635 80 99 INFECTED 45
636 80 108 INFECTED 46
637 62 46 INFECTED 45
638 12 23 INFECTED 46
639 78 66 SUSCEPTIBLE 45
640 27 77 SUSCEPTIBLE 42
641 11 63 INFECTED 44
642 92 5 IMMUNE 45
643 10 42 IMMUNE 44
644 46 31 SUSCEPTIBLE 42
645 79 29 INFECTED 43
646 1 61 INFECTED 40
647 58 61 INFECTED 45
648 40 81 IMMUNE 44
649 10 33 SUSCEPTIBLE 42
650 41 9 INFECTED 43
651 48 42 INFECTED 42
652 46 36 INFECTED 46
653 20 21 SUSCEPTIBLE 43
654 23 44 INFECTED 44
655 73 108 INFECTED 42
656 51 67 SUSCEPTIBLE 43
657 50 16 IMMUNE 42
658 19 83 INFECTED 45
659 23 78 INFECTED 42
660 103 19 IMMUNE 42
661 52 84 INFECTED 43
662 91 73 SUSCEPTIBLE 44
663 38 11 INFECTED 43
664 12 92 INFECTED 44
665 60 41 SUSCEPTIBLE 41
666 15 22 INFECTED 44
667 49 33 SUSCEPTIBLE 44
668 22 31 INFECTED 45
669 15 53 SUSCEPTIBLE 43
670 4 33 IMMUNE 45
671 7 66 SUSCEPTIBLE 43
672 45 107 INFECTED 44
673 55 26 INFECTED 44
674 50 25 SUSCEPTIBLE 41
675 58 15 INFECTED 43
676 84 74 INFECTED 46
677 34 61 INFECTED 45
678 21 54 IMMUNE 44
679 36 36 SUSCEPTIBLE 42
680 63 68 INFECTED 46
681 66 70 INFECTED 42
682 34 58 SUSCEPTIBLE 44
683 88 103 SUSCEPTIBLE 40
684 48 6 INFECTED 44
685 108 74 INFECTED 45
686 59 61 INFECTED 44
687 50 63 INFECTED 46
688 1 62 INFECTED 44
689 27 36 INFECTED 44
690 53 28 IMMUNE 44
691 44 48 INFECTED 45
692 89 5 SUSCEPTIBLE 44
693 78 47 INFECTED 43
694 1 59 SUSCEPTIBLE 46
695 87 40 INFECTED 45
696 68 58 INFECTED 39
697 5 29 IMMUNE 44
698 92 26 INFECTED 45
699 55 103 INFECTED 43
700 87 106 INFECTED 46
701 96 40 INFECTED 43
702 14 76 IMMUNE 44
703 27 58 INFECTED 42
704 18 65 INFECTED 45
705 20 38 SUSCEPTIBLE 46
706 89 56 SUSCEPTIBLE 44
707 27 31 SUSCEPTIBLE 43
708 6 27 IMMUNE 43
709 7 106 IMMUNE 46
710 61 55 INFECTED 42
711 101 42 INFECTED 44
712 1 38 INFECTED 44
713 61 34 INFECTED 46
714 82 9 INFECTED 42
715 87 5 INFECTED 46
716 57 26 INFECTED 46
717 2 13 INFECTED 45
718 41 107 INFECTED 44
719 37 36 INFECTED 45
720 7 33 SUSCEPTIBLE 43
721 90 43 INFECTED 41
722 94 21 INFECTED 43
723 20 18 INFECTED 44
724 95 92 INFECTED 45
725 6 102 INFECTED 45
726 104 21 SUSCEPTIBLE 43
727 28 21 INFECTED 44
728 48 93 INFECTED 42
729 2 32 INFECTED 44
730 81 22 INFECTED 45
731 75 35 SUSCEPTIBLE 43
732 102 22 INFECTED 45
733 106 40 INFECTED 47
734 69 47 INFECTED 44
735 6 73 INFECTED 42
736 21 19 IMMUNE 42
737 109 94 SUSCEPTIBLE 44
738 81 73 INFECTED 43
739 56 44 IMMUNE 42
740 2 15 INFECTED 43
741 11 2 IMMUNE 44
742 49 60 INFECTED 43
743 42 60 IMMUNE 46
744 104 46 IMMUNE 44
745 90 18 INFECTED 45
746 105 12 INFECTED 45
747 56 95 INFECTED 47
748 64 73 IMMUNE 46
749 73 99 INFECTED 45
750 62 89 INFECTED 43
751 50 94 IMMUNE 43
752 15 70 INFECTED 44
753 3 2 INFECTED 45
754 37 95 SUSCEPTIBLE 44
755 29 41 INFECTED 44
756 42 103 INFECTED 43
757 62 13 INFECTED 47
758 85 82 INFECTED 44
759 88 52 INFECTED 44
760 39 88 IMMUNE 43
761 9 98 INFECTED 43
762 23 39 INFECTED 46
763 95 5 IMMUNE 45
764 37 22 INFECTED 45
765 68 35 INFECTED 45
766 86 53 IMMUNE 45
767 45 90 INFECTED 44
768 47 10 INFECTED 46
769 67 70 INFECTED 44
770 4 104 INFECTED 44
771 101 9 INFECTED 44
772 93 69 INFECTED 45
773 83 98 INFECTED 44
774 18 34 SUSCEPTIBLE 42
775 108 80 SUSCEPTIBLE 45
776 61 30 SUSCEPTIBLE 44
777 27 24 SUSCEPTIBLE 43
778 89 19 INFECTED 42
779 55 82 INFECTED 44
780 60 88 INFECTED 44
781 32 81 INFECTED 42
782 20 4 INFECTED 45
783 35 17 INFECTED 44
784 8 82 INFECTED 47
785 9 84 SUSCEPTIBLE 42
786 8 60 INFECTED 40
787 2 9 SUSCEPTIBLE 46
788 15 44 INFECTED 44
789 20 100 SUSCEPTIBLE 44
790 59 77 IMMUNE 44
791 73 5 IMMUNE 44
792 26 88 INFECTED 43
793 67 26 INFECTED 44
794 51 100 INFECTED 44
795 102 80 IMMUNE 46
796 2 12 INFECTED 45
797 8 13 SUSCEPTIBLE 43
798 78 85 INFECTED 43
799 40 1 INFECTED 45
800 41 76 SUSCEPTIBLE 42
801 30 99 INFECTED 44
802 6 37 SUSCEPTIBLE 44
803 65 108 INFECTED 45
804 104 70 INFECTED 44
805 4 89 IMMUNE 46
806 46 79 IMMUNE 46
807 76 86 SUSCEPTIBLE 43
808 9 96 SUSCEPTIBLE 44
809 107 23 IMMUNE 45
810 69 93 INFECTED 44
811 27 24 SUSCEPTIBLE 42
812 69 88 SUSCEPTIBLE 45
813 62 95 INFECTED 42
814 99 12 IMMUNE 44
815 18 46 INFECTED 46
816 55 96 INFECTED 45
817 34 6 INFECTED 44
818 69 28 IMMUNE 43
819 77 45 SUSCEPTIBLE 43
820 5 80 INFECTED 46
821 93 82 INFECTED 45
822 42 73 INFECTED 43
823 94 104 INFECTED 44
824 99 9 INFECTED 45
825 21 71 INFECTED 44
826 98 85 INFECTED 41
827 79 8 SUSCEPTIBLE 44
828 39 75 INFECTED 39
829 62 15 IMMUNE 44
830 80 57 INFECTED 46
831 41 97 INFECTED 42
832 53 8 INFECTED 42
833 32 108 INFECTED 44
834 48 18 INFECTED 43
835 30 7 INFECTED 43
836 57 68 INFECTED 43
837 31 36 INFECTED 46
838 86 35 SUSCEPTIBLE 43
839 2 14 INFECTED 44
840 57 50 INFECTED 44
841 37 98 SUSCEPTIBLE 45
842 96 41 IMMUNE 44
843 2 11 SUSCEPTIBLE 45
844 5 10 INFECTED 47
845 51 89 INFECTED 44
846 50 72 INFECTED 42
847 89 78 INFECTED 42
848 58 78 INFECTED 43
849 93 13 IMMUNE 44
850 35 11 SUSCEPTIBLE 44
851 20 75 INFECTED 45
852 64 34 IMMUNE 45
853 76 8 INFECTED 44
854 55 10 INFECTED 43
855 100 64 INFECTED 43
856 61 28 INFECTED 43
857 21 57 INFECTED 46
858 65 63 IMMUNE 48
859 45 82 INFECTED 44
860 93 59 IMMUNE 43
861 69 82 INFECTED 46
862 26 101 SUSCEPTIBLE 43
863 39 30 INFECTED 43
864 52 20 INFECTED 44
865 88 10 SUSCEPTIBLE 45
866 47 35 SUSCEPTIBLE 45
867 30 107 INFECTED 44
868 50 50 INFECTED 44
869 93 1 INFECTED 43
870 100 71 SUSCEPTIBLE 41
871 42 96 INFECTED 43
872 30 38 IMMUNE 41
873 60 14 IMMUNE 45
874 33 44 INFECTED 44
875 45 13 IMMUNE 43
876 53 77 IMMUNE 42
877 107 37 INFECTED 45
878 16 63 SUSCEPTIBLE 43
879 29 87 INFECTED 42
880 41 39 INFECTED 43
881 46 100 SUSCEPTIBLE 46
882 38 7 INFECTED 45
883 34 76 INFECTED 44
884 102 27 INFECTED 46
885 97 76 INFECTED 44
886 91 36 SUSCEPTIBLE 42
887 0 64 IMMUNE 39
888 53 88 IMMUNE 43
889 57 45 INFECTED 44
890 45 54 SUSCEPTIBLE 42
891 25 8 INFECTED 43
892 28 38 SUSCEPTIBLE 44
893 96 16 INFECTED 42
894 9 70 INFECTED 42
895 43 53 SUSCEPTIBLE 43
896 60 21 INFECTED 44
897 38 60 INFECTED 44
898 57 86 SUSCEPTIBLE 40
899 106 17 SUSCEPTIBLE 44
900 2 49 INFECTED 44
901 29 2 INFECTED 43
902 85 91 INFECTED 46
903 97 62 IMMUNE 43
904 60 23 INFECTED 45
905 51 29 INFECTED 39
906 27 105 SUSCEPTIBLE 42
907 83 65 INFECTED 44
